walking 0 -0.16507061 0.7806553 0.54692215 0.46541333000000007
walking 0.1 -0.16507061 0.7806553 0.54692215 0.46541333000000007
walking 0.2 -0.16507061 0.7806553 0.54692215 0.46541333000000007
walking 0.30000000000000004 -0.16507061 0.7806553 0.54692215 0.46541333000000007
walking 0.4 -0.16507061 0.7806553 0.54692215 0.46541333000000007
walking 0.5 -0.16507061 0.7806553 0.54692215 0.46541333000000007
walking 0.6 -0.16507061 0.7806553 0.54692215 0.46541333000000007
walking 0.7 -0.06097917 0.85187894 0.5496662 0.5475929033333333
walking 0.7999999999999999 0.066772185 0.848769 0.5108225 0.588103395
walking 0.8999999999999999 0.066772185 0.848769 0.5108225 0.588103395
walking 0.9999999999999999 0.066772185 0.848769 0.5108225 0.588103395
walking 1.0999999999999999 0.066772185 0.848769 0.5108225 0.588103395
walking 1.2 0.066772185 0.848769 0.5108225 0.588103395
walking 1.3 0.066772185 0.848769 0.5108225 0.588103395
walking 1.4000000000000001 0.066772185 0.848769 0.5108225 0.588103395
walking 1.5000000000000002 0.066772185 0.848769 0.5108225 0.588103395
walking 1.6000000000000003 0.066772185 0.848769 0.5108225 0.588103395
walking 1.7000000000000004 0.066772185 0.848769 0.5108225 0.588103395
walking 1.8000000000000005 0.066772185 0.848769 0.5108225 0.588103395
walking 1.9000000000000006 0.066772185 0.848769 0.5108225 0.588103395
walking 2.0000000000000004 0.066772185 0.848769 0.5108225 0.588103395
walking 2.1000000000000005 0.066772185 0.848769 0.5108225 0.588103395
walking 2.2000000000000006 0.066772185 0.848769 0.5108225 0.588103395
walking 2.3000000000000007 0.066772185 0.848769 0.5108225 0.588103395
walking 2.400000000000001 0.066772185 0.848769 0.5108225 0.588103395
walking 2.500000000000001 0.066772185 0.848769 0.5108225 0.588103395
walking 2.600000000000001 0.066772185 0.848769 0.5108225 0.588103395
walking 2.700000000000001 0.04988096 0.7676058 0.71010244 0.5283641866666667
walking 2.800000000000001 0.04988096 0.7676058 0.71010244 0.5283641866666667
walking 2.9000000000000012 0.04988096 0.7676058 0.71010244 0.5283641866666667
walking 3.0000000000000013 0.04988096 0.7676058 0.71010244 0.5283641866666667
walking 3.1000000000000014 0.04988096 0.7676058 0.71010244 0.5283641866666667
walking 3.2000000000000015 0.04988096 0.7676058 0.71010244 0.5283641866666667
walking 3.3000000000000016 0.04988096 0.7676058 0.71010244 0.5283641866666667
walking 3.4000000000000017 0.04988096 0.7676058 0.71010244 0.5283641866666667
walking 3.5000000000000018 0.04988096 0.7676058 0.71010244 0.5283641866666667
walking 3.600000000000002 0.04988096 0.7676058 0.71010244 0.5283641866666667
walking 3.700000000000002 -0.030672522 0.8608429 0.59290045 0.5636710926666666
walking 3.800000000000002 -0.030672522 0.8608429 0.59290045 0.5636710926666666
walking 3.900000000000002 -0.030672522 0.8608429 0.59290045 0.5636710926666666
walking 4.000000000000002 -0.030672522 0.8608429 0.59290045 0.5636710926666666
walking 4.100000000000001 -0.030672522 0.8608429 0.59290045 0.5636710926666666
walking 4.200000000000001 -0.030672522 0.8608429 0.59290045 0.5636710926666666
walking 4.300000000000001 -0.030672522 0.8608429 0.59290045 0.5636710926666666
walking 4.4 -0.030672522 0.8608429 0.59290045 0.5636710926666666
walking 4.5 -0.030672522 0.8608429 0.59290045 0.5636710926666666
walking 4.6 -0.030672522 0.8608429 0.59290045 0.5636710926666666
walking 4.699999999999999 -0.030672522 0.8608429 0.59290045 0.5636710926666666
walking 4.799999999999999 -0.030672522 0.8608429 0.59290045 0.5636710926666666
walking 4.899999999999999 -0.030672522 0.8608429 0.59290045 0.5636710926666666
walking 4.999999999999998 -0.030672522 0.8608429 0.59290045 0.5636710926666666
