label timestamp accelerometer_x accelerometer_y accelerometer_z accelerometer_avg
punching 0 -0.03 0.03 1.1 0.01
punching 0.1 0.0 0.07 1.07 0.04666666666666667
punching 0.2 -0.13 0.22 0.97 0.10333333333333333
punching 0.30000000000000004 -0.03 0.04 1.01 0.016666666666666666
punching 0.4 -0.11 0.29 0.99 0.15666666666666665
punching 0.5 0.07 0.43 1.25 0.31
punching 0.6 -0.08 0.88 1.0 0.56
punching 0.7 -0.2 1.89 0.32 1.1933333333333334
punching 0.7999999999999999 1.61 -1.76 1.29 -0.6366666666666666
punching 0.8999999999999999 1.73 0.42 -0.24 0.8566666666666666
punching 0.9999999999999999 0.24 0.15 0.83 0.18000000000000002
punching 1.0999999999999999 0.03 0.09 1.25 0.06999999999999999
punching 1.2 0.08 0.33 0.9 0.24666666666666667
punching 1.3 -0.03 0.28 0.9 0.17666666666666667
punching 1.4000000000000001 -0.05 0.31 0.83 0.19000000000000003
punching 1.5000000000000002 0.08 0.32 0.85 0.24
punching 1.6000000000000003 -0.08 0.36 0.87 0.2133333333333333
punching 1.7000000000000004 0.02 0.47 1.09 0.32
punching 1.8000000000000005 -0.18 0.35 1.11 0.17333333333333334
punching 1.9000000000000006 0.03 0.46 1.0 0.31666666666666665
punching 2.0000000000000004 -0.02 0.71 1.22 0.4666666666666666
punching 2.1000000000000005 -0.35 2.06 1.01 1.2566666666666666
punching 2.2000000000000006 0.73 -1.96 0.68 -1.0633333333333332
punching 2.3000000000000007 -1.56 -1.9 2.95 -1.7866666666666664
punching 2.400000000000001 -0.03 -0.09 1.59 -0.06999999999999999
punching 2.500000000000001 -0.11 -0.05 1.17 -0.07
punching 2.600000000000001 -0.22 0.04 0.8 -0.04666666666666666
punching 2.700000000000001 -0.15 0.06 0.88 -0.01
punching 2.800000000000001 -0.07 0.19 0.96 0.10333333333333333
punching 2.9000000000000012 -0.21 -0.01 1.16 -0.07666666666666667
punching 3.0000000000000013 -0.22 0.24 1.06 0.08666666666666667
punching 3.1000000000000014 0.03 0.34 0.95 0.23666666666666666
punching 3.2000000000000015 -0.09 0.35 0.9 0.20333333333333334
punching 3.3000000000000016 -0.15 0.29 1.04 0.1433333333333333
punching 3.4000000000000017 -0.07 0.34 1.08 0.20333333333333337
punching 3.5000000000000018 -0.18 0.4 1.07 0.2066666666666667
punching 3.600000000000002 0.07 1.73 0.96 1.1766666666666667
punching 3.700000000000002 0.06 0.22 0.15 0.16666666666666666
punching 3.800000000000002 -2.12 -1.17 1.62 -1.4866666666666666
punching 3.900000000000002 -0.87 -0.46 1.87 -0.5966666666666667
punching 4.000000000000002 -0.15 -0.06 1.33 -0.09000000000000001
punching 4.100000000000001 0.16 -0.24 1.19 -0.10666666666666665
punching 4.200000000000001 -0.07 0.05 0.79 0.01
punching 4.300000000000001 -0.23 0.33 0.76 0.14333333333333334
punching 4.4 -0.15 0.27 0.87 0.13
punching 4.5 -0.04 0.25 1.07 0.15333333333333332
punching 4.6 -0.19 0.3 0.81 0.13666666666666666
punching 4.699999999999999 -0.1 0.29 0.94 0.16
punching 4.799999999999999 -0.17 0.32 1.15 0.15666666666666665
punching 4.899999999999999 -0.06 0.26 1.0 0.15333333333333335
punching 4.999999999999998 0.06 0.24 1.0 0.18000000000000002
