label timestamp accelerometer_x accelerometer_y accelerometer_z accelerometer_avg
standing 0 -0.050368793 0.95444596 0.27885774 0.6195077090000001
standing 0.1 -0.028782167 0.93938404 0.330751 0.616661971
standing 0.2 -0.023172084 0.9500555 0.31044495 0.6256463053333333
standing 0.30000000000000004 -0.027501604 0.9498116 0.31940886 0.624040532
standing 0.4 -0.0336605 0.94450635 0.31946984 0.6184507333333333
standing 0.5 -0.03079448 0.9488358 0.30202982 0.6222923733333333
standing 0.6 -0.024452647 0.9499944 0.32062846 0.6251787176666667
standing 0.7 -0.030245667 0.9435306 0.32007965 0.618938511
standing 0.7999999999999999 -0.028904125 0.9555435 0.301481 0.6273942916666667
standing 0.8999999999999999 -0.028294332 0.9480431 0.31325 0.6225972893333334
standing 0.9999999999999999 -0.042197585 0.9421281 0.30623737 0.6140195383333333
standing 1.0999999999999999 -0.03518498 0.95292145 0.31166452 0.6235526399999999
standing 1.2 -0.041221917 0.948531 0.3164209 0.618613361
standing 1.3 -0.02859923 0.94944566 0.30837163 0.6234306966666666
standing 1.4000000000000001 -0.03957548 0.945482 0.30495682 0.6171295066666667
standing 1.5000000000000002 -0.039758418 0.9470064 0.31270117 0.618084794
standing 1.6000000000000003 -0.020976834 0.9531044 0.31483543 0.6284106553333333
standing 1.7000000000000004 -0.026403978 0.9460917 0.31209138 0.621926474
standing 1.8000000000000005 -0.03640456 0.95127505 0.31306705 0.6220485133333333
standing 1.9000000000000006 -0.038904708 0.94993347 0.33288527 0.6203207439999999
standing 2.0000000000000004 -0.029574897 0.9462747 0.31270117 0.620991501
standing 2.1000000000000005 -0.033721477 0.94225013 0.3208724 0.616926261
standing 2.2000000000000006 -0.03719729 0.93974996 0.31245726 0.6141008766666666
standing 2.3000000000000007 -0.042441502 0.95371425 0.33117786 0.6216623326666667
standing 2.400000000000001 -0.035550855 0.9501774 0.32483602 0.6216013149999999
standing 2.500000000000001 -0.03091644 0.9451161 0.3216651 0.6197719199999999
standing 2.600000000000001 -0.044880666 0.945482 0.32056746 0.6153611113333334
standing 2.700000000000001 -0.029879792 0.9470675 0.3155672 0.6214184026666666
standing 2.800000000000001 -0.032136023 0.9462137 0.3158111 0.6200971256666667
standing 2.9000000000000012 -0.03298973 0.9449331 0.3146525 0.6189588233333333
standing 3.0000000000000013 -0.03298973 0.9449331 0.3146525 0.6189588233333333
standing 3.1000000000000014 -0.03298973 0.9449331 0.3146525 0.6189588233333333
standing 3.2000000000000015 -0.03298973 0.9449331 0.3146525 0.6189588233333333
standing 3.3000000000000016 -0.03298973 0.9449331 0.3146525 0.6189588233333333
standing 3.4000000000000017 -0.03298973 0.9449331 0.3146525 0.6189588233333333
standing 3.5000000000000018 -0.03298973 0.9449331 0.3146525 0.6189588233333333
standing 3.600000000000002 -0.03298973 0.9449331 0.3146525 0.6189588233333333
standing 3.700000000000002 -0.03298973 0.9449331 0.3146525 0.6189588233333333
standing 3.800000000000002 -0.03457519 0.94151837 0.31477445 0.61615385
standing 3.900000000000002 -0.03457519 0.94151837 0.31477445 0.61615385
standing 4.000000000000002 -0.03457519 0.94151837 0.31477445 0.61615385
standing 4.100000000000001 -0.03457519 0.94151837 0.31477445 0.61615385
standing 4.200000000000001 -0.03457519 0.94151837 0.31477445 0.61615385
standing 4.300000000000001 -0.03457519 0.94151837 0.31477445 0.61615385
standing 4.4 -0.03457519 0.94151837 0.31477445 0.61615385
standing 4.5 -0.03457519 0.94151837 0.31477445 0.61615385
standing 4.6 -0.03457519 0.94151837 0.31477445 0.61615385
standing 4.699999999999999 -0.03457519 0.94151837 0.31477445 0.61615385
standing 4.799999999999999 -0.03457519 0.94151837 0.31477445 0.61615385
standing 4.899999999999999 -0.03457519 0.94151837 0.31477445 0.61615385
standing 4.999999999999998 -0.03457519 0.94151837 0.31477445 0.61615385
